Al,B,Ba,Bi,Ca,Ce,Co,Cr,Cs,Cu,Fe,K,La,Li,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Rb,S,Sb,Si,Siloxane,Sn,Sr,Te,Ti,V,W,Zn,Zr,Ac_source,Fa_source,Stabilizer,Ratio_Ac/Fa,Ratio_Stab/Fa,O_Percentage,LHSV__ml/h/g_,Temperature__K_,Pressure__bar_,g_cat,Fa_mmol/min,Ac_mmol/min,STY_MA+AA_(mmol/h/g)
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.2,623.0,1.0,5.0,0.2516198704103672,1.258099352051836,0.2759276079913607
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.2,623.0,1.0,5.0,0.2516198704103672,1.258099352051836,0.08603980431965444
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.2,623.0,1.0,5.0,0.2516198704103672,1.258099352051836,0.2703290256155508
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,1.0,2.0,0.0,3.08,633.0,1.0,1.8,0.5757140036700523,0.5757140036700522,1.463177140327438
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,1.0,2.0,0.0,3.08,633.0,1.0,1.8,0.5757140036700523,0.5757140036700522,3.419587658065798
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,0.5,0.5,0.0,3.08,633.0,1.0,1.8,1.540119775858888,0.770059887929444,6.069304012704706
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAc,FORM,MeOH,6.0,1.0,100.0,1.061314669241896,683.0,1.0,5.0,0.1494280057483747,0.8965680344902484,0.3024225830464325
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAc,FORM,MeOH,6.0,1.0,100.0,1.061314669241896,653.0,1.0,5.0,0.1494280057483747,0.8965680344902484,1.445984926025873
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAc,FORM,MeOH,6.0,1.0,100.0,1.061314669241896,663.0,1.0,5.0,0.1494280057483747,0.8965680344902484,1.77628058993208
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAc,FORM,MeOH,6.0,1.0,100.0,1.061314669241896,653.0,1.0,5.0,0.1494280057483747,0.8965680344902484,0.2558602546059374
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,0.5,0.235,0.0,4.8,663.0,1.0,0.25,0.4059980018526689,0.2029990009263345,3.634130663173834
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,0.5,0.235,0.0,4.8,663.0,1.0,0.25,0.4059980018526689,0.2029990009263345,2.371075264188601
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,0.5,0.235,0.0,4.8,663.0,1.0,0.25,0.4059980018526689,0.2029990009263345,3.786562125771817
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,0.5,0.235,0.0,4.8,663.0,1.0,0.25,0.4059980018526689,0.2029990009263345,1.891540793050767
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,1.0,2.0,0.0,2.0,653.0,1.0,1.8,0.3738402621234106,0.3738402621234106,5.376879068075143
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,1.0,2.0,0.0,3.2,653.0,1.0,1.8,0.5981444193974575,0.5981444193974575,7.903561347560993
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,3.0,3.0,0.0,7.2,663.0,1.0,0.5,0.1666796294219576,0.5000388882658727,13.45604648323464
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.2,623.0,1.0,5.0,0.2516198704103672,1.258099352051836,0.05598754483801297
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.2,623.0,1.0,5.0,0.2516198704103672,1.258099352051836,0.150405173650108
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,0.5,0.0,0.0,3.6,663.0,1.0,0.5,0.7548596112311013,0.3774298056155507,21.21964717062635
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,2.0,0.0,0.0,3.6,663.0,1.0,0.5,0.1887149028077754,0.3774298056155507,13.61464794816415
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,3.0,3.0,0.0,7.2,663.0,1.0,0.5,0.1666796294219576,0.5000388882658727,10.39883272224373
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.2,623.0,1.0,5.0,0.2516198704103672,1.258099352051836,0.04646637978401728
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.2,623.0,1.0,5.0,0.2516198704103672,1.258099352051836,0.2214445889416847
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,1.0,2.0,0.0,1.2,628.0,1.0,3.0,0.3738402621234105,0.3738402621234105,1.495361048493642
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,0.6666666666666666,2.0,0.0,1.2,628.0,1.0,3.0,0.4477539751062269,0.298502620220553,1.64176449330127
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,0.5,1.0,0.0,1.2,623.0,1.0,3.0,0.7476805242468211,0.3738402621234105,1.091613565400359
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,0.5,1.0,0.0,1.2,623.0,1.0,3.0,0.7476805242468211,0.3738402621234105,2.13088949410344
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,0.5,1.0,0.0,1.2,663.0,1.0,3.0,0.7476805242468211,0.3738402621234105,3.753356231719042
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MAc,TRX,MeOH,1.0,2.0,0.0,1.2,633.0,1.0,3.0,0.3738402621234105,0.3738402621234105,2.139319741550428
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MAc,TRX,MeOH,1.5,3.0,0.0,1.2,643.0,1.0,3.0,0.2492268414156071,0.3738402621234106,3.357085553868227
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,2.0,2.0,0.0,1.6,643.0,1.0,3.0,0.3333592588439152,0.6667185176878303,1.735801660800266
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MAc,TRX,MeOH,2.0,2.0,0.0,1.6,643.0,1.0,3.0,0.3333592588439152,0.6667185176878303,3.093893946960023
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,FORM,MeOH,6.0,1.0,100.0,1.061314669241896,653.0,1.0,5.0,0.1494280057483747,0.8965680344902484,1.568635433144139
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,FORM,MeOH,6.0,1.0,100.0,1.061314669241896,653.0,1.0,5.0,0.1494280057483747,0.8965680344902484,0.6821794308876921
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,FORM,MeOH,6.0,1.0,100.0,1.061314669241896,653.0,1.0,5.0,0.1494280057483747,0.8965680344902484,0.950415014073698
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,FORM,MeOH,10.0,1.0,100.0,1.06535581986919,653.0,1.0,5.0,0.09757976855977747,0.9757976855977746,0.8147204197217046
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,FORM,MeOH,10.0,1.0,100.0,1.06535581986919,653.0,1.0,5.0,0.09757976855977747,0.9757976855977746,0.7069439946984121
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,FORM,MeOH,10.0,1.0,100.0,1.06535581986919,653.0,1.0,5.0,0.09757976855977747,0.9757976855977746,0.5910992060277078
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,FORM,MeOH,10.0,1.0,100.0,1.06535581986919,653.0,1.0,5.0,0.09757976855977747,0.9757976855977746,0.8025740804504577
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,MAc,FORM,MeOH,10.0,1.0,100.0,1.06535581986919,653.0,1.0,5.0,0.09757976855977747,0.9757976855977746,0.9489437332901238
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,MAc,FORM,MeOH,10.0,1.0,100.0,1.06535581986919,653.0,1.0,5.0,0.09757976855977747,0.9757976855977746,1.06557107267277
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,MAc,FORM,MeOH,10.0,1.0,100.0,1.06535581986919,653.0,1.0,5.0,0.09757976855977747,0.9757976855977746,1.07774902778903
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,FORM,MeOH,6.0,1.0,100.0,1.061314669241896,663.0,1.0,5.0,0.1494280057483747,0.8965680344902484,0.3129223271610692
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,0.0,1.4,563.0,1.0,0.5,0.02913534616953435,0.1456767308476718,0.7978073570911253
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,0.0,1.4,563.0,1.0,0.5,0.02913534616953435,0.1456767308476718,0.1913143370876304
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,0.0,1.4,563.0,1.0,0.5,0.02913534616953435,0.1456767308476718,0.5785930125115488
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,100.0,1.4,563.0,1.0,0.5,0.02913534616953435,0.1456767308476718,1.06119671353295
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,100.0,1.4,583.0,1.0,0.5,0.02913534616953435,0.1456767308476718,0.656978747846064
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,100.0,1.4,563.0,1.0,0.5,0.02913534616953435,0.1456767308476718,1.498628973853105
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,100.0,1.4,583.0,1.0,0.5,0.02913534616953435,0.1456767308476718,0.9854681217690963
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAc,FORM,0,2.5,0.0,3.0,1.333333333333333,633.0,1.0,3.0,0.3064103049153603,0.7660257622884007,1.586163584424854
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,HAc,TRX,0,3.0,0.0,100.0,2.28783880465252,633.0,1.0,3.0,0.6660957274716911,1.998287182415073,4.07557385098487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.0,623.0,1.0,6.0,0.2516198704103672,1.258099352051836,0.5065107991360693
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAc,FORM,0,2.5,0.0,3.0,1.333333333333333,633.0,1.0,3.0,0.3064103049153603,0.7660257622884007,1.113617612184385
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.2,623.0,1.0,5.0,0.2516198704103672,1.258099352051836,0.1455692410367171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.2,623.0,1.0,5.0,0.2516198704103672,1.258099352051836,0.2176466184881211
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.0,623.0,1.0,6.0,0.2516198704103672,1.258099352051836,0.05560799136069117
